,Unnamed: 0,School,Living_Type,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002
1531,185828,New Jersey Institute of Technology,Off-campus with family out-of-state(total),42586.0,41826.0,40418.0,39234.0,37926.0,35988.0,34974.0,33840.0,31634.0,30122.0,28600.0,27242.0,25182.0,22164.0,20726.0,19278.0,17268.0,16258.0
1728,196097,Stony Brook University,On-campus in-state(total),27221.0,26091.0,25471.0,24649.0,23655.0,22846.0,22127.0,21262.0,20336.0,19490.0,18770.0,17944.0,17320.0,16717.0,16316.0,15639.0,15189.0,13973.0
1729,196097,Stony Brook University,Off-campus with family in-district(total),16411.0,15861.0,15493.0,15235.0,15091.0,14666.0,14231.0,13796.0,13230.0,12816.0,12648.0,13780.0,12000.0,10373.0,9846.0,9489.0,9311.0,8363.0
1730,196097,Stony Brook University,Off-campus with family in-state(total),16411.0,15861.0,15493.0,15235.0,15091.0,14666.0,14231.0,13796.0,13230.0,12816.0,12648.0,13780.0,12000.0,10373.0,9846.0,9489.0,9311.0,8363.0
1731,196097,Stony Brook University,Off-campus with family out-of-state(total),34081.0,33531.0,33003.0,32475.0,30171.0,28086.0,26171.0,24416.0,22680.0,21226.0,20548.0,20860.0,18260.0,16633.0,16106.0,15749.0,15261.0,13263.0
1808,197869,Appalachian State University,On-campus in-state(total),19715.0,19194.0,19012.0,18941.0,18438.0,19387.0,19058.0,17833.0,15948.0,15451.0,14391.0,13693.0,13281.0,12573.0,11495.0,11259.0,10387.0,10030.0
1809,197869,Appalachian State University,Off-campus with family in-district(total),11149.0,10896.0,11139.0,11122.0,10834.0,11934.0,12198.0,10909.0,9438.0,9151.0,8291.0,5033.0,4841.0,4623.0,3935.0,6299.0,6077.0,5895.0
1810,197869,Appalachian State University,Off-campus with family in-state(total),11149.0,10896.0,11139.0,11122.0,10834.0,11934.0,12198.0,10909.0,9438.0,9151.0,8291.0,5033.0,4841.0,4623.0,3935.0,6299.0,6077.0,5895.0
1811,197869,Appalachian State University,Off-campus with family out-of-state(total),25956.0,25703.0,25946.0,25638.0,24659.0,25101.0,24406.0,22957.0,21486.0,20463.0,18912.0,15092.0,14583.0,14365.0,13678.0,15741.0,15444.0,14816.0
1812,198464,East Carolina University,On-campus in-state(total),22388.0,21672.0,22000.0,21162.0,20644.0,21102.0,20831.0,19986.0,18828.0,17095.0,16502.0,15416.0,15268.0,15043.0,13426.0,13376.0,12771.0,11360.0
1813,198464,East Carolina University,Off-campus with family in-district(total),18878.0,18048.0,19605.0,18048.0,17382.0,17786.0,14843.0,11686.0,10608.0,9095.0,8702.0,7786.0,8118.0,8103.0,6886.0,6736.0,6331.0,5770.0
1814,198464,East Carolina University,Off-campus with family in-state(total),18878.0,18048.0,19605.0,18048.0,17382.0,17786.0,14843.0,11686.0,10608.0,9095.0,8702.0,7786.0,8118.0,8103.0,6886.0,6736.0,6331.0,5770.0
1815,198464,East Carolina University,Off-campus with family out-of-state(total),35155.0,34325.0,35882.0,34006.0,32956.0,32983.0,28956.0,25500.0,23187.0,21169.0,19536.0,18300.0,18632.0,18617.0,17325.0,16950.0,16470.0,15426.0
1828,199102,North Carolina A & T State University,On-campus in-state(total),18487.0,18136.0,17886.0,19447.0,17943.0,16635.0,18253.0,17527.0,14721.0,14300.0,13327.0,12896.0,12717.0,12506.0,12084.0,11889.0,11234.0,10707.0
1829,199102,North Carolina A & T State University,Off-campus with family in-district(total),10557.0,10512.0,10626.0,12294.0,13972.0,12918.0,14198.0,13877.0,11558.0,11172.0,10273.0,10081.0,4423.0,4316.0,6756.0,6625.0,6198.0,5939.0
1830,199102,North Carolina A & T State University,Off-campus with family in-state(total),10557.0,10512.0,10626.0,12294.0,13972.0,12918.0,14198.0,13877.0,11558.0,11172.0,10273.0,10081.0,4423.0,4316.0,6756.0,6625.0,6198.0,5939.0
1831,199102,North Carolina A & T State University,Off-campus with family out-of-state(total),24067.0,23722.0,23516.0,25054.0,26732.0,25678.0,25279.0,24475.0,21192.0,20614.0,20130.0,19738.0,14080.0,13758.0,16198.0,16067.0,15565.0,14860.0
1832,199111,University of North Carolina at Asheville,On-campus in-state(total),20555.0,20189.0,19915.0,19323.0,18537.0,19928.0,18765.0,17700.0,16810.0,15884.0,14970.0,14544.0,14025.0,13582.0,12563.0,12361.0,11835.0,11000.0
1833,199111,University of North Carolina at Asheville,Off-campus with family in-district(total),11995.0,11909.0,11909.0,11677.0,11305.0,12696.0,10909.0,10116.0,9508.0,8844.0,8080.0,5024.0,4895.0,4661.0,4375.0,4173.0,3881.0,6350.0
1834,199111,University of North Carolina at Asheville,Off-campus with family in-state(total),11995.0,11909.0,11909.0,11677.0,11305.0,12696.0,10909.0,10116.0,9508.0,8844.0,8080.0,5024.0,4895.0,4661.0,4375.0,4173.0,3881.0,6350.0
1835,199111,University of North Carolina at Asheville,Off-campus with family out-of-state(total),29343.0,28632.0,28632.0,28072.0,26919.0,27567.0,24731.0,23938.0,23140.0,21616.0,19797.0,16354.0,16088.0,14786.0,14175.0,13373.0,12706.0,14755.0
1836,199120,University of North Carolina at Chapel Hill,On-campus in-state(total),24228.0,23811.0,25569.0,24898.0,24349.0,24082.0,23416.0,23095.0,21315.0,20305.0,17851.0,16193.0,15750.0,15429.0,14459.0,14307.0,13588.0,12502.0
1837,199120,University of North Carolina at Chapel Hill,Off-campus with family in-district(total),12702.0,12621.0,14013.0,13680.0,13447.0,13490.0,13408.0,13361.0,11845.0,10999.0,8753.0,8253.0,8100.0,7783.0,7235.0,7051.0,6572.0,6286.0
1838,199120,University of North Carolina at Chapel Hill,Off-campus with family in-state(total),12702.0,12621.0,14013.0,13680.0,13447.0,13490.0,13408.0,13361.0,11845.0,10999.0,8753.0,8253.0,8100.0,7783.0,7235.0,7051.0,6572.0,6286.0
1839,199120,University of North Carolina at Chapel Hill,Off-campus with family out-of-state(total),39881.0,38804.0,39596.0,38762.0,38529.0,38572.0,35190.0,34113.0,31670.0,29614.0,26641.0,25151.0,23748.0,22431.0,21033.0,20149.0,18420.0,17570.0
1840,199139,University of North Carolina at Charlotte,On-campus in-state(total),25019.0,23694.0,23647.0,23110.0,20705.0,19371.0,19080.0,18674.0,18260.0,17038.0,15827.0,15095.0,14853.0,14295.0,12999.0,12673.0,12005.0,11634.0
1841,199139,University of North Carolina at Charlotte,Off-campus with family in-district(total),12208.0,11607.0,11595.0,11526.0,10224.0,9969.0,9781.0,9531.0,9515.0,9188.0,8327.0,8995.0,8803.0,8565.0,7649.0,7473.0,7005.0,6844.0
1842,199139,University of North Carolina at Charlotte,Off-campus with family in-state(total),12208.0,11607.0,11595.0,11526.0,10224.0,9969.0,9781.0,9531.0,9515.0,9188.0,8327.0,8995.0,8803.0,8565.0,7649.0,7473.0,7005.0,6844.0
1843,199139,University of North Carolina at Charlotte,Off-campus with family out-of-state(total),25642.0,25041.0,25029.0,24697.0,23395.0,23140.0,22310.0,22060.0,21280.0,20235.0,18939.0,19407.0,19215.0,18977.0,18061.0,17585.0,17042.0,16403.0
1844,199148,University of North Carolina at Greensboro,On-campus in-state(total),19937.0,21297.0,20659.0,20085.0,19499.0,18864.0,19172.0,17706.0,17904.0,15620.0,14594.0,14229.0,13505.0,13346.0,12686.0,12529.0,11923.0,11583.0
1845,199148,University of North Carolina at Greensboro,Off-campus with family in-district(total),12719.0,12741.0,12278.0,11953.0,12385.0,13010.0,12214.0,11818.0,11536.0,10571.0,9562.0,9230.0,8839.0,8988.0,8514.0,9058.0,8473.0,8083.0
1846,199148,University of North Carolina at Greensboro,Off-campus with family in-state(total),12719.0,12741.0,12278.0,11953.0,12385.0,13010.0,12214.0,11818.0,11536.0,10571.0,9562.0,9230.0,8839.0,8988.0,8514.0,9058.0,8473.0,8083.0
1847,199148,University of North Carolina at Greensboro,Off-campus with family out-of-state(total),27878.0,27900.0,27437.0,26815.0,27247.0,27872.0,26012.0,25616.0,24061.0,22332.0,21323.0,20724.0,20107.0,20256.0,20034.0,20026.0,19366.0,18457.0
1848,199157,North Carolina Central University,On-campus in-state(total),24466.0,24419.0,22198.0,21535.0,19998.0,18868.0,18547.0,17996.0,16953.0,16315.0,15260.0,15155.0,14897.0,12187.0,11587.0,11028.0,9688.0,9255.0
1849,199157,North Carolina Central University,Off-campus with family in-district(total),14639.0,14569.0,12746.0,12299.0,10866.0,9736.0,9659.0,9410.0,9011.0,8771.0,8132.0,7939.0,7797.0,7587.0,7287.0,4542.0,6217.0,5889.0
1850,199157,North Carolina Central University,Off-campus with family in-state(total),14639.0,14569.0,12746.0,12299.0,10866.0,9736.0,9659.0,9410.0,9011.0,8771.0,8132.0,7939.0,7797.0,7587.0,7287.0,4542.0,6217.0,5889.0
1851,199157,North Carolina Central University,Off-campus with family out-of-state(total),27346.0,27276.0,25453.0,24757.0,22904.0,21151.0,20232.0,19983.0,19584.0,19344.0,18201.0,17683.0,17541.0,17331.0,17713.0,13986.0,15586.0,14812.0
1856,199193,North Carolina State University at Raleigh,On-campus in-state(total),24259.0,23977.0,23700.0,23039.0,22398.0,22954.0,22184.0,20644.0,19388.0,18427.0,16715.0,16016.0,15197.0,14453.0,13719.0,13278.0,12188.0,11723.0
1857,199193,North Carolina State University at Raleigh,Off-campus with family in-district(total),17545.0,17263.0,17082.0,16479.0,16023.0,16710.0,16150.0,15210.0,14211.0,13451.0,12095.0,11518.0,11292.0,9749.0,9122.0,8984.0,8984.0,8571.0
1858,199193,North Carolina State University at Raleigh,Off-campus with family in-state(total),17545.0,17263.0,17082.0,16479.0,16023.0,16710.0,16150.0,15210.0,14211.0,13451.0,12095.0,11518.0,11292.0,9749.0,9122.0,8984.0,8984.0,8571.0
1859,199193,North Carolina State University at Raleigh,Off-campus with family out-of-state(total),37664.0,36606.0,35430.0,33998.0,32374.0,31965.0,29605.0,28375.0,27046.0,25986.0,24580.0,23816.0,23490.0,21947.0,21320.0,20882.0,20832.0,19855.0
1872,200004,Western Carolina University,On-campus in-state(total),18740.0,18455.0,21452.0,20920.0,20014.0,18977.0,18599.0,17841.0,16747.0,16107.0,14470.0,13977.0,13570.0,12998.0,12280.0,11691.0,11606.0,11115.0
1873,200004,Western Carolina University,Off-campus with family in-district(total),8015.0,8352.0,11899.0,11404.0,11351.0,10961.0,11122.0,10663.0,10097.0,9737.0,8488.0,8351.0,6042.0,5773.0,5431.0,5276.0,4726.0,6899.0
1874,200004,Western Carolina University,Off-campus with family in-state(total),8015.0,8352.0,11899.0,11404.0,11351.0,10961.0,11122.0,10663.0,10097.0,9737.0,8488.0,8351.0,6042.0,5773.0,5431.0,5276.0,4726.0,6899.0
1875,200004,Western Carolina University,Off-campus with family out-of-state(total),12015.0,12352.0,22292.0,21797.0,21744.0,21354.0,20719.0,20260.0,19694.0,19334.0,18085.0,17934.0,15625.0,15356.0,14867.0,14712.0,14087.0,15814.0
1900,200280,University of North Dakota,On-campus in-state(total),23604.0,22091.0,21417.0,20414.0,19879.0,21253.0,21162.0,21054.0,20892.0,17034.0,16726.0,16433.0,15790.0,15362.0,14282.0,13778.0,13000.0,11460.0
1901,200280,University of North Dakota,Off-campus with family in-district(total),14160.0,13117.0,12869.0,12558.0,12387.0,14507.0,14762.0,14654.0,14492.0,11034.0,10726.0,10433.0,9990.0,9562.0,8882.0,8378.0,7600.0,6960.0
1902,200280,University of North Dakota,Off-campus with family in-state(total),14160.0,13117.0,12869.0,12558.0,12387.0,14507.0,14762.0,14654.0,14492.0,11034.0,10726.0,10433.0,9990.0,9562.0,8882.0,8378.0,7600.0,6960.0
1903,200280,University of North Dakota,Off-campus with family out-of-state(total),20319.0,25181.0,24469.0,23712.0,23321.0,25175.0,25048.0,24570.0,24167.0,20473.0,19845.0,19245.0,18383.0,17556.0,16214.0,15072.0,13346.0,11893.0
1952,202134,Cleveland State University,On-campus in-state(total),27977.0,27646.0,26568.0,26382.0,26648.0,26084.0,25316.0,24936.0,25944.0,23086.0,22300.0,21770.0,20764.0,20296.0,18978.0,17788.0,16852.0,15656.0
1953,202134,Cleveland State University,Off-campus with family in-district(total),15095.0,14976.0,14468.0,14382.0,14184.0,13984.0,13458.0,13274.0,14102.0,13616.0,13070.0,13070.0,12666.0,12496.0,11970.0,11396.0,10616.0,9772.0
1954,202134,Cleveland State University,Off-campus with family in-state(total),15095.0,14976.0,14568.0,14382.0,14184.0,13984.0,13458.0,13274.0,14102.0,13616.0,13070.0,13070.0,12666.0,12496.0,11970.0,11396.0,10616.0,9772.0
1955,202134,Cleveland State University,Off-campus with family out-of-state(total),19640.0,19322.0,18520.0,18434.0,17426.0,17226.0,16642.0,16396.0,17124.0,16537.0,15813.0,15813.0,15409.0,15239.0,14502.0,18114.0,16492.0,14820.0
2068,206084,University of Toledo,On-campus in-state(total),28380.0,27927.0,26262.0,26034.0,26120.0,24809.0,24109.0,23618.0,22541.0,22276.0,21481.0,21022.0,20644.0,20378.0,19372.0,18160.0,17415.0,15814.0
2069,206084,University of Toledo,Off-campus with family in-district(total),17128.0,17639.0,17150.0,17294.0,16950.0,15390.0,15103.0,15035.0,13918.0,13621.0,13056.0,13056.0,12832.0,12833.0,12214.0,11774.0,11067.0,10013.0
2070,206084,University of Toledo,Off-campus with family in-state(total),17128.0,17639.0,17150.0,17294.0,16950.0,15390.0,15103.0,15035.0,13918.0,13621.0,13056.0,13056.0,12832.0,12833.0,12214.0,11774.0,11067.0,10013.0
2071,206084,University of Toledo,Off-campus with family out-of-state(total),26488.0,26999.0,26488.0,26632.0,26288.0,24728.0,24223.0,24155.0,23038.0,22741.0,21868.0,21868.0,21644.0,21644.0,21025.0,20585.0,19706.0,18466.0
2084,206695,Youngstown State University,On-campus in-state(total),23563.0,22851.0,22447.0,22042.0,22182.0,21754.0,20343.0,20370.0,19923.0,19407.0,20057.0,19247.0,18628.0,18198.0,17547.0,16307.0,15393.0,13753.0
2085,206695,Youngstown State University,Off-campus with family in-district(total),14327.0,13879.0,13789.0,13484.0,13652.0,13557.0,12320.0,12739.0,12514.0,12298.0,13148.0,12648.0,12335.0,12140.0,11681.0,10611.0,10088.0,8851.0
2086,206695,Youngstown State University,Off-campus with family in-state(total),14327.0,13879.0,13789.0,13484.0,13652.0,13557.0,12320.0,12739.0,12514.0,12298.0,13148.0,12648.0,12335.0,12140.0,11681.0,10611.0,10088.0,8851.0
2087,206695,Youngstown State University,Off-campus with family out-of-state(total),14687.0,14239.0,14149.0,13724.0,13892.0,13797.0,12549.0,12949.0,12725.0,12498.0,13348.0,15341.0,15028.0,14754.0,14153.0,13083.0,12270.0,10963.0
2160,209542,Oregon State University,On-campus in-state(total),27915.0,26892.0,26046.0,26341.0,26415.0,24593.0,23559.0,23225.0,21475.0,20621.0,19133.0,18325.0,17365.0,16758.0,16035.0,15636.0,14637.0,13149.0
2161,209542,Oregon State University,Off-campus with family in-district(total),15609.0,14970.0,14601.0,14467.0,14541.0,13664.0,12864.0,12662.0,12031.0,11453.0,10781.0,10117.0,9799.0,9414.0,9105.0,8850.0,8301.0,7173.0
2162,209542,Oregon State University,Off-campus with family in-state(total),15609.0,14970.0,14601.0,14467.0,14541.0,13664.0,12864.0,12662.0,12031.0,11453.0,10781.0,10117.0,9799.0,9414.0,9105.0,8850.0,8301.0,7173.0
2163,209542,Oregon State University,Off-campus with family out-of-state(total),35109.0,33945.0,33261.0,32947.0,33201.0,30836.0,28056.0,26846.0,25747.0,24773.0,23705.0,22753.0,22075.0,21330.0,21165.0,21198.0,21057.0,18057.0
2164,209551,University of Oregon,On-campus in-state(total),28764.0,27366.0,26502.0,25815.0,25167.0,24405.0,23905.0,23050.0,21752.0,20796.0,19831.0,18108.0,17310.0,16639.0,16062.0,15634.0,14734.0,13708.0
2165,209551,University of Oregon,Off-campus with family in-district(total),16364.0,15444.0,15052.0,14232.0,13737.0,13308.0,13183.0,12790.0,12251.0,11652.0,10892.0,9897.0,9462.0,9114.0,8889.0,8740.0,8164.0,7456.0
2166,209551,University of Oregon,Off-campus with family in-state(total),16364.0,15444.0,15052.0,14232.0,13737.0,13308.0,13183.0,12790.0,12251.0,11652.0,10892.0,9897.0,9462.0,9114.0,8889.0,8740.0,8164.0,7456.0
2167,209551,University of Oregon,Off-campus with family out-of-state(total),40259.0,39024.0,38092.0,36912.0,35472.0,34278.0,33268.0,32140.0,31115.0,29292.0,27182.0,23454.0,22218.0,21528.0,20721.0,20164.0,19600.0,18445.0
2168,209807,Portland State University,On-campus in-state(total),26955.0,26085.0,25512.0,25020.0,9297.0,23052.0,23124.0,22803.0,22485.0,21776.0,21410.0,20422.0,7613.0,7010.0,6560.0,6261.0,5678.0,5185.0
2169,209807,Portland State University,Off-campus with family in-district(total),13344.0,12870.0,13890.0,13398.0,15954.0,15237.0,15246.0,13153.0,12884.0,12111.0,11575.0,10936.0,11413.0,10510.0,9560.0,8961.0,7978.0,7185.0
2170,209807,Portland State University,Off-campus with family in-state(total),13344.0,12870.0,13890.0,13398.0,15954.0,15237.0,15246.0,13153.0,12884.0,12111.0,11575.0,10936.0,11413.0,10510.0,9560.0,8961.0,7978.0,7185.0
2171,209807,Portland State University,Off-campus with family out-of-state(total),32175.0,31202.0,31236.0,29913.0,31929.0,27657.0,27414.0,28363.0,28103.0,26623.0,26009.0,23626.0,23479.0,22735.0,21725.0,21066.0,17374.0,16566.0
2360,217484,University of Rhode Island,On-campus in-state(total),30846.0,30351.0,29485.0,28405.0,28064.0,27509.0,26882.0,26728.0,25329.0,24198.0,22700.0,20768.0,19464.0,18708.0,17948.0,17112.0,16270.0,15806.0
2361,217484,University of Rhode Island,Off-campus with family in-district(total),24694.0,24103.0,22824.0,21948.0,22006.0,21770.0,21250.0,21250.0,19926.0,18796.0,17128.0,16188.0,15494.0,15122.0,14694.0,13442.0,12451.0,10834.0
2362,217484,University of Rhode Island,Off-campus with family in-state(total),24694.0,24103.0,22824.0,21948.0,22006.0,21770.0,21250.0,21250.0,19944.0,18796.0,17128.0,16188.0,15494.0,15122.0,14694.0,13442.0,12451.0,10834.0
2363,217484,University of Rhode Island,Off-campus with family out-of-state(total),41814.0,40827.0,39074.0,37938.0,37996.0,37336.0,36816.0,36816.0,36014.0,35502.0,33626.0,32286.0,30348.0,28822.0,27336.0,25028.0,22583.0,20304.0
2364,217819,College of Charleston,On-campus in-state(total),30221.0,30239.0,29669.0,28989.0,28015.0,27342.0,26656.0,25466.0,23996.0,24289.0,22539.0,21293.0,20211.0,18588.0,17292.0,16294.0,16158.0,15334.0
2365,217819,College of Charleston,Off-campus with family in-district(total),18098.0,18073.0,17750.0,17072.0,16602.0,16230.0,15830.0,15219.0,14432.0,15069.0,13714.0,12859.0,12298.0,11895.0,12121.0,11480.0,11361.0,10629.0
2366,217819,College of Charleston,Off-campus with family in-state(total),18098.0,18073.0,17750.0,17072.0,16602.0,16230.0,15830.0,15219.0,14432.0,15069.0,13714.0,12859.0,12298.0,11895.0,12121.0,11480.0,11361.0,10629.0
2367,217819,College of Charleston,Off-campus with family out-of-state(total),38428.0,37255.0,36138.0,35230.0,34146.0,33220.0,32294.0,30605.0,29146.0,27927.0,26572.0,25897.0,23252.0,21461.0,20795.0,19418.0,18623.0,16745.0
2368,217864,Citadel Military College of South Carolina,On-campus in-state(total),30022.0,29663.0,28743.0,27838.0,27030.0,26374.0,25442.0,24827.0,23884.0,22949.0,21729.0,20897.0,19595.0,18458.0,17820.0,16712.0,15655.0,14301.0
2369,217864,Citadel Military College of South Carolina,Off-campus with family in-district(total),28709.0,28355.0,27637.0,26357.0,25710.0,18523.0,17778.0,17463.0,16656.0,15811.0,14675.0,14058.0,13205.0,12368.0,11982.0,11100.0,9979.0,13506.0
2370,217864,Citadel Military College of South Carolina,Off-campus with family in-state(total),28709.0,28355.0,27637.0,26357.0,25710.0,18523.0,17778.0,17463.0,16656.0,15811.0,14675.0,14058.0,13205.0,12368.0,11982.0,11100.0,9979.0,13506.0
2371,217864,Citadel Military College of South Carolina,Off-campus with family out-of-state(total),51965.0,50827.0,49400.0,47435.0,46126.0,38131.0,36579.0,35716.0,33473.0,30740.0,28485.0,26661.0,24761.0,22687.0,21378.0,19718.0,18390.0,20977.0
2372,217882,Clemson University,On-campus in-state(total),32462.0,31270.0,29574.0,28662.0,27820.0,26468.0,25828.0,28182.0,26626.0,25060.0,23478.0,22048.0,21164.0,20334.0,19428.0,17868.0,16628.0,14890.0
2373,217882,Clemson University,Off-campus with family in-district(total),22842.0,22088.0,21608.0,22006.0,21806.0,20710.0,20360.0,20082.0,13394.0,12848.0,12000.0,11212.0,14514.0,10248.0,9636.0,8638.0,13522.0,12316.0
2374,217882,Clemson University,Off-campus with family in-state(total),22842.0,22088.0,21608.0,22006.0,21806.0,20710.0,20360.0,20082.0,13394.0,12848.0,12000.0,11212.0,14514.0,10248.0,9636.0,8638.0,13522.0,12316.0
2375,217882,Clemson University,Off-campus with family out-of-state(total),45834.0,43842.0,42550.0,41888.0,40724.0,38726.0,37794.0,37008.0,29552.0,28316.0,26310.0,24234.0,26444.0,20672.0,19260.0,17202.0,21120.0,19414.0
2400,218724,Coastal Carolina University,On-campus in-state(total),25724.0,25520.0,25588.0,25082.0,24468.0,23374.0,22656.0,22437.0,22146.0,21338.0,21686.0,21008.0,19512.0,19270.0,17914.0,15770.0,14348.0,12900.0
2401,218724,Coastal Carolina University,Off-campus with family in-district(total),16648.0,16486.0,16876.0,16500.0,15630.0,15908.0,15437.0,15209.0,15139.0,14668.0,14766.0,14310.0,8614.0,8484.0,12282.0,9404.0,8984.0,7770.0
2402,218724,Coastal Carolina University,Off-campus with family in-state(total),16648.0,16486.0,16876.0,16500.0,15630.0,15908.0,15437.0,15209.0,15139.0,14668.0,14766.0,14310.0,8614.0,8484.0,12282.0,9404.0,8984.0,7770.0
2403,218724,Coastal Carolina University,Off-campus with family out-of-state(total),32402.0,31598.0,31548.0,30744.0,29420.0,29248.0,28447.0,27499.0,26939.0,25548.0,24586.0,23750.0,17604.0,17174.0,20522.0,17504.0,16664.0,15180.0
2404,218733,South Carolina State University,On-campus in-state(total),30060.0,30060.0,29740.0,29420.0,29088.0,28007.0,26244.0,25426.0,25426.0,23986.0,23875.0,19450.0,18520.0,18286.0,15655.0,17031.0,15247.0,11876.0
2405,218733,South Carolina State University,Off-campus with family in-district(total),21060.0,21060.0,20740.0,20420.0,20088.0,19507.0,16290.0,15472.0,15472.0,14198.0,14815.0,9006.0,11633.0,11593.0,10400.0,9695.0,6770.0,10226.0
2406,218733,South Carolina State University,Off-campus with family in-state(total),21060.0,21060.0,20740.0,20420.0,20088.0,19507.0,16290.0,15472.0,15472.0,14198.0,14815.0,9006.0,11633.0,11593.0,10400.0,9695.0,6770.0,10226.0
2407,218733,South Carolina State University,Off-campus with family out-of-state(total),31750.0,31750.0,31120.0,30500.0,29856.0,29356.0,25424.0,24384.0,24384.0,22770.0,22979.0,16498.0,18677.0,18637.0,17208.0,16503.0,12050.0,14490.0
2412,218964,Winthrop University,On-campus in-state(total),29754.0,29302.0,28566.0,27632.0,26994.0,26222.0,25450.0,24830.0,23826.0,22998.0,22066.0,21188.0,19724.0,18470.0,17508.0,16208.0,14682.0,13320.0
2413,218964,Winthrop University,Off-campus with family in-district(total),20126.0,20258.0,19714.0,19072.0,18686.0,18022.0,17610.0,17366.0,16556.0,16076.0,12606.0,12036.0,11160.0,10400.0,9656.0,11216.0,10052.0,8850.0
2414,218964,Winthrop University,Off-campus with family in-state(total),20126.0,20258.0,19714.0,19072.0,18686.0,18022.0,17610.0,17366.0,16556.0,16076.0,12606.0,12036.0,11160.0,10400.0,9656.0,11216.0,10052.0,8850.0
2415,218964,Winthrop University,Off-campus with family out-of-state(total),34456.0,34514.0,33630.0,32652.0,31934.0,30948.0,30180.0,28816.0,27696.0,26792.0,22596.0,21586.0,19984.0,18464.0,17050.0,17810.0,15748.0,13560.0
2440,219356,South Dakota State University,On-campus in-state(total),22313.0,23127.0,22804.0,22535.0,22535.0,25011.0,19446.0,18616.0,17787.0,17038.0,16195.0,15470.0,14635.0,14167.0,13261.0,12799.0,12528.0,11210.0
2441,219356,South Dakota State University,Off-campus with family in-district(total),14370.0,14064.0,16112.0,15843.0,15843.0,15384.0,13018.0,12916.0,12307.0,11736.0,11339.0,6822.0,6349.0,5988.0,5627.0,5366.0,5338.0,7610.0
2442,219356,South Dakota State University,Off-campus with family in-state(total),14370.0,14064.0,16112.0,15843.0,15843.0,15384.0,13018.0,12916.0,12307.0,11736.0,11339.0,6822.0,6349.0,5988.0,5627.0,5366.0,5338.0,7610.0
2443,219356,South Dakota State University,Off-campus with family out-of-state(total),17845.0,17428.0,19360.0,19074.0,18723.0,18156.0,15100.0,14862.0,14022.0,13233.0,12712.0,8142.0,7587.0,7179.0,10615.0,10209.0,10363.0,12143.0
2448,219471,University of South Dakota,On-campus in-state(total),23399.0,22488.0,21916.0,21377.0,20974.0,20257.0,19858.0,19043.0,18368.0,17426.0,16732.0,15747.0,13317.0,13124.0,12139.0,11240.0,10740.0,10059.0
2449,219471,University of South Dakota,Off-campus with family in-district(total),14990.0,14640.0,14244.0,13685.0,13644.0,13069.0,13029.0,12647.0,12077.0,7862.0,7368.0,6728.0,6143.0,6160.0,5900.0,5499.0,5235.0,6781.0
2450,219471,University of South Dakota,Off-campus with family in-state(total),14990.0,14640.0,14244.0,13685.0,13644.0,13069.0,13029.0,12647.0,12077.0,7862.0,7368.0,6728.0,6143.0,6160.0,5900.0,5499.0,5235.0,6781.0
2451,219471,University of South Dakota,Off-campus with family out-of-state(total),18465.0,18004.0,17491.0,16916.0,16525.0,15841.0,15111.0,14593.0,13792.0,9359.0,8741.0,8048.0,7381.0,11692.0,11220.0,10665.0,10260.0,11313.0
2452,219602,Austin Peay State University,On-campus in-state(total),27712.0,24946.0,24224.0,23488.0,23027.0,22380.0,21513.0,21055.0,20635.0,19603.0,19221.0,18466.0,17193.0,12877.0,13785.0,12370.0,9900.0,9034.0
2453,219602,Austin Peay State University,Off-campus with family in-district(total),16170.0,14247.0,14001.0,13777.0,13589.0,13256.0,12964.0,12682.0,12466.0,12082.0,12274.0,11716.0,10053.0,7687.0,8985.0,8074.0,8404.0,9108.0
2454,219602,Austin Peay State University,Off-campus with family in-state(total),16170.0,14247.0,14001.0,13777.0,13589.0,13256.0,12964.0,12682.0,12466.0,12082.0,12274.0,11716.0,10053.0,7687.0,8985.0,8074.0,8404.0,9108.0
2455,219602,Austin Peay State University,Off-campus with family out-of-state(total),21714.0,29487.0,29241.0,29017.0,28421.0,27752.0,27460.0,26770.0,26026.0,24610.0,24202.0,22608.0,20329.0,17381.0,18297.0,16562.0,16336.0,16066.0
2460,220075,East Tennessee State University,On-campus in-state(total),24162.0,24068.0,21306.0,23083.0,23695.0,23468.0,23607.0,23721.0,22755.0,21870.0,19391.0,18156.0,16929.0,16550.0,15258.0,14191.0,13499.0,12630.0
2461,220075,East Tennessee State University,Off-campus with family in-district(total),15920.0,15596.0,13354.0,15131.0,15743.0,15646.0,15855.0,15861.0,15417.0,14509.0,13891.0,12834.0,11763.0,11304.0,10224.0,9333.0,8934.0,8240.0
2462,220075,East Tennessee State University,Off-campus with family in-state(total),15920.0,15596.0,13354.0,15131.0,15743.0,15646.0,15855.0,15861.0,15417.0,14509.0,13891.0,12834.0,11763.0,11304.0,10224.0,9333.0,8934.0,8240.0
2463,220075,East Tennessee State University,Off-campus with family out-of-state(total),34067.0,33860.0,31138.0,32363.0,32567.0,32811.0,31167.0,30501.0,28977.0,27037.0,25819.0,23726.0,22039.0,20998.0,19536.0,17821.0,16866.0,15198.0
2468,220862,University of Memphis,On-campus in-state(total),26386.0,25423.0,24660.0,24205.0,23846.0,24190.0,23535.0,22813.0,21816.0,20574.0,19409.0,18455.0,17208.0,16662.0,15830.0,14937.0,13414.0,13080.0
