,Unnamed: 0,School,Living_Type,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002
844,150136,Ball State University,On-campus in-state(total),24962.0,24550.0,24280.0,23940.0,23680.0,22780.0,22250.0,21490.0,20760.0,20114.0,19640.0,18700.0,17958.0,17040.0,16190.0,15500.0,14900.0,13100.0
845,150136,Ball State University,Off-campus with family in-district(total),16026.0,15736.0,15670.0,15434.0,15564.0,15142.0,14950.0,14338.0,13650.0,13214.0,12990.0,12392.0,8142.0,7720.0,7338.0,7040.0,9960.0,9650.0
846,150136,Ball State University,Off-campus with family in-state(total),16026.0,15736.0,15670.0,15434.0,15564.0,15142.0,14950.0,14338.0,13650.0,13214.0,12990.0,12392.0,8142.0,7720.0,7338.0,7040.0,9960.0,9650.0
847,150136,Ball State University,Off-campus with family out-of-state(total),32806.0,32308.0,31838.0,31208.0,31082.0,30408.0,29914.0,29008.0,27630.0,26666.0,25558.0,24196.0,19210.0,18096.0,17098.0,16216.0,18378.0,17430.0
848,151102,Purdue University Fort Wayne,On-campus in-state(total),22866.0,22200.0,21801.0,21679.0,21750.0,21591.0,23481.0,24790.0,23736.0,23204.0,21897.0,19558.0,18641.0,18064.0,15780.0,16560.0,5398.0,5016.0
849,151102,Purdue University Fort Wayne,Off-campus with family in-district(total),13246.0,12958.0,13752.0,13635.0,13980.0,12349.0,12920.0,12556.0,12127.0,11891.0,11476.0,11110.0,10649.0,10266.0,9606.0,10250.0,9708.0,7764.0
850,151102,Purdue University Fort Wayne,Off-campus with family in-state(total),13246.0,12958.0,13752.0,13635.0,13980.0,12349.0,12920.0,12556.0,12127.0,11891.0,11476.0,11110.0,10649.0,10266.0,9606.0,10250.0,9708.0,7764.0
851,151102,Purdue University Fort Wayne,Off-campus with family out-of-state(total),25279.0,24796.0,25427.0,25149.0,25308.0,23492.0,22752.0,22195.0,21531.0,21065.0,20072.0,19164.0,18167.0,17282.0,16226.0,16494.0,15510.0,12778.0
852,151111,Indiana University-Purdue University-Indianapolis,On-campus in-state(total),23305.0,22537.0,22550.0,22257.0,22296.0,21985.0,21680.0,23941.0,23579.0,23221.0,22859.0,21927.0,21587.0,19266.0,18652.0,19921.0,18935.0,16373.0
853,151111,Indiana University-Purdue University-Indianapolis,Off-campus with family in-district(total),14875.0,14405.0,14436.0,14207.0,14434.0,14493.0,14348.0,15397.0,15035.0,14677.0,14315.0,13983.0,13643.0,12744.0,13550.0,13007.0,12829.0,11274.0
854,151111,Indiana University-Purdue University-Indianapolis,Off-campus with family in-state(total),14875.0,14405.0,14436.0,14207.0,14434.0,14493.0,14348.0,15397.0,15035.0,14677.0,14315.0,13983.0,13643.0,12744.0,13550.0,13007.0,12829.0,11274.0
855,151111,Indiana University-Purdue University-Indianapolis,Off-campus with family out-of-state(total),35884.0,34761.0,34908.0,34793.0,35152.0,35673.0,35163.0,35854.0,33398.0,31220.0,29212.0,27371.0,25697.0,23586.0,23878.0,22844.0,22012.0,20104.0
860,151324,Indiana State University,On-campus in-state(total),23616.0,23146.0,22402.0,21920.0,21026.0,20933.0,20619.0,20226.0,19838.0,19838.0,18722.0,18218.0,17530.0,16552.0,15488.0,14812.0,13520.0,12086.0
861,151324,Indiana State University,Off-campus with family in-district(total),13260.0,12980.0,12838.0,12646.0,12290.0,12035.0,11888.0,11580.0,11464.0,11802.0,11624.0,12444.0,7982.0,7576.0,6944.0,10424.0,9360.0,8154.0
862,151324,Indiana State University,Off-campus with family in-state(total),13260.0,12980.0,12838.0,12646.0,12290.0,12035.0,11888.0,11580.0,11464.0,11802.0,11624.0,12444.0,7982.0,7576.0,6944.0,10424.0,9360.0,8154.0
863,151324,Indiana State University,Off-campus with family out-of-state(total),24184.0,23726.0,23374.0,22976.0,22418.0,21965.0,21624.0,21126.0,20688.0,20714.0,20200.0,20698.0,15836.0,14992.0,13940.0,17152.0,15748.0,14314.0
872,151351,Indiana University-Bloomington,On-campus in-state(total),25657.0,24779.0,24427.0,24809.0,24539.0,24417.0,23820.0,23116.0,22049.0,20990.0,20099.0,19307.0,18295.0,18090.0,17602.0,17467.0,17207.0,15805.0
873,151351,Indiana University-Bloomington,Off-campus with family in-district(total),16307.0,15929.0,15663.0,15948.0,15822.0,15958.0,15695.0,15375.0,10348.0,9840.0,9405.0,9021.0,8595.0,8200.0,7852.0,7517.0,11177.0,9775.0
874,151351,Indiana University-Bloomington,Off-campus with family in-state(total),16307.0,15929.0,15663.0,15948.0,15822.0,15958.0,15695.0,15375.0,10348.0,9840.0,9405.0,9021.0,8595.0,8200.0,7852.0,7517.0,11177.0,9775.0
875,151351,Indiana University-Bloomington,Off-campus with family out-of-state(total),41872.0,40704.0,39975.0,39806.0,39175.0,38811.0,37836.0,36825.0,30364.0,28501.0,26952.0,25559.0,23074.0,21212.0,20248.0,19330.0,22212.0,20385.0
896,153603,Iowa State University,On-campus in-state(total),21940.0,21186.0,20606.0,20000.0,19270.0,19034.0,18920.0,18920.0,18521.0,18921.0,18366.0,17700.0,17166.0,16466.0,15883.0,15320.0,14453.0,12719.0
897,153603,Iowa State University,Off-campus with family in-district(total),12791.0,12466.0,12060.0,11644.0,11200.0,11204.0,11199.0,11199.0,10900.0,11449.0,11089.0,12809.0,12460.0,11420.0,11040.0,10436.0,9670.0,8656.0
898,153603,Iowa State University,Off-campus with family in-state(total),12791.0,12466.0,12060.0,11644.0,11200.0,11204.0,11199.0,11199.0,10900.0,11449.0,11089.0,12809.0,12460.0,11420.0,11040.0,10436.0,9670.0,8656.0
899,153603,Iowa State University,Off-campus with family out-of-state(total),27979.0,26870.0,25896.0,25008.0,24320.0,24090.0,23751.0,23311.0,22772.0,23015.0,22309.0,23799.0,23218.0,21914.0,21130.0,20138.0,19012.0,17348.0
900,153658,University of Iowa,On-campus in-state(total),24806.0,24239.0,22607.0,21875.0,21010.0,20861.0,20691.0,21832.0,21120.0,20353.0,19438.0,18687.0,17863.0,17147.0,16142.0,15228.0,14404.0,13076.0
901,153658,University of Iowa,Off-campus with family in-district(total),13862.0,13523.0,12765.0,12375.0,12194.0,11855.0,11875.0,12273.0,11981.0,11633.0,11044.0,10634.0,10243.0,9875.0,9232.0,9006.0,8713.0,7831.0
902,153658,University of Iowa,Off-campus with family in-state(total),13862.0,13523.0,12765.0,12375.0,12194.0,11855.0,11875.0,12273.0,11981.0,11633.0,11044.0,10634.0,10243.0,9875.0,9232.0,9006.0,8713.0,7831.0
903,153658,University of Iowa,Off-campus with family out-of-state(total),35825.0,35489.0,34409.0,32613.0,31980.0,31185.0,30745.0,30495.0,29315.0,27929.0,26418.0,24748.0,23415.0,22099.0,20618.0,19658.0,19005.0,17473.0
908,154095,University of Northern Iowa,On-campus in-state(total),21294.0,20934.0,21330.0,20788.0,20037.0,20159.0,18880.0,19418.0,18876.0,18652.0,18077.0,17386.0,16487.0,16004.0,15090.0,14518.0,13626.0,12500.0
909,154095,University of Northern Iowa,Off-campus with family in-district(total),12134.0,11986.0,12549.0,12159.0,11717.0,12113.0,11060.0,11821.0,11450.0,11512.0,11097.0,10596.0,10207.0,10264.0,9559.0,9243.0,8696.0,7860.0
910,154095,University of Northern Iowa,Off-campus with family in-state(total),12134.0,11986.0,12549.0,12159.0,11717.0,12113.0,11060.0,11821.0,11450.0,11512.0,11097.0,10596.0,10207.0,10264.0,9559.0,9243.0,8696.0,7860.0
911,154095,University of Northern Iowa,Off-campus with family out-of-state(total),24418.0,22528.0,23091.0,22701.0,21905.0,22011.0,20556.0,20907.0,20206.0,19852.0,19361.0,18816.0,18299.0,18180.0,17171.0,16561.0,15654.0,14168.0
928,155317,University of Kansas,On-campus in-state(total),26830.0,26566.0,25306.0,25215.0,24117.0,24122.0,23427.0,22262.0,21802.0,20829.0,20156.0,19129.0,17860.0,16262.0,15103.0,14039.0,12952.0,12214.0
929,155317,University of Kansas,Off-campus with family in-district(total),15512.0,15304.0,15030.0,15605.0,14941.0,14984.0,14575.0,14076.0,14366.0,13759.0,13354.0,12655.0,11716.0,10515.0,9601.0,8823.0,8130.0,7444.0
930,155317,University of Kansas,Off-campus with family in-state(total),15512.0,15304.0,15030.0,15605.0,14941.0,14984.0,14575.0,14076.0,14366.0,13759.0,13354.0,12655.0,11716.0,10515.0,9601.0,8823.0,8130.0,7444.0
931,155317,University of Kansas,Off-campus with family out-of-state(total),32380.0,31514.0,30798.0,32389.0,30775.0,30267.0,29341.0,28146.0,27752.0,26564.0,25323.0,23839.0,22126.0,19485.0,18054.0,16777.0,15606.0,14647.0
932,155399,Kansas State University,On-campus in-state(total),25314.0,24923.0,24339.0,23740.0,22496.0,22240.0,20988.0,20399.0,19629.0,19104.0,18295.0,17712.0,16649.0,15617.0,15140.0,14523.0,13430.0,11944.0
933,155399,Kansas State University,Off-campus with family in-district(total),15242.0,15063.0,14735.0,14418.0,13894.0,14800.0,13868.0,13569.0,13029.0,12514.0,12120.0,11264.0,10737.0,9805.0,9368.0,8785.0,8060.0,7444.0
934,155399,Kansas State University,Off-campus with family in-state(total),15242.0,15063.0,14735.0,14418.0,13894.0,14800.0,13868.0,13569.0,13029.0,12514.0,12120.0,11264.0,10737.0,9805.0,9368.0,8785.0,8060.0,7444.0
935,155399,Kansas State University,Off-campus with family out-of-state(total),31118.0,30567.0,30092.0,29319.0,27973.0,27097.0,25782.0,25668.0,24495.0,23542.0,22827.0,21569.0,20472.0,18891.0,18698.0,17545.0,15950.0,14704.0
944,156125,Wichita State University,On-campus in-state(total),25438.0,24042.0,23310.0,22362.0,23070.0,20291.0,17397.0,16597.0,16166.0,15674.0,15051.0,14475.0,14199.0,13662.0,12911.0,12925.0,12237.0,11585.0
945,156125,Wichita State University,Off-campus with family in-district(total),12818.0,12790.0,13310.0,12995.0,12603.0,12315.0,11976.0,10867.0,10566.0,10224.0,9701.0,9235.0,5704.0,5416.0,5126.0,4800.0,4337.0,7165.0
946,156125,Wichita State University,Off-campus with family in-state(total),12818.0,12790.0,13310.0,12995.0,12603.0,12315.0,11976.0,10867.0,10566.0,10224.0,9701.0,9235.0,5704.0,5416.0,5126.0,4800.0,4337.0,7165.0
947,156125,Wichita State University,Off-campus with family out-of-state(total),22000.0,21972.0,22268.0,21734.0,20926.0,20349.0,20010.0,18901.0,18601.0,18258.0,17735.0,16911.0,13051.0,12763.0,12580.0,12254.0,11790.0,13942.0
948,156620,Eastern Kentucky University,On-campus in-state(total),24352.0,23706.0,23094.0,21334.0,20310.0,19748.0,18960.0,18404.0,17820.0,17498.0,16492.0,16500.0,14280.0,13494.0,12150.0,10750.0,9858.0,9224.0
949,156620,Eastern Kentucky University,Off-campus with family in-district(total),15676.0,15466.0,15166.0,14468.0,13750.0,13520.0,13036.0,12820.0,7960.0,8084.0,7772.0,7540.0,6942.0,9052.0,8060.0,6792.0,5948.0,5278.0
950,156620,Eastern Kentucky University,Off-campus with family in-state(total),15676.0,15466.0,15166.0,14468.0,13750.0,13520.0,13036.0,12820.0,7960.0,8084.0,7772.0,7540.0,6942.0,9052.0,8060.0,6792.0,5948.0,5278.0
951,156620,Eastern Kentucky University,Off-campus with family out-of-state(total),25748.0,25244.0,24050.0,23780.0,23240.0,23048.0,22108.0,21964.0,20056.0,19604.0,18740.0,18072.0,16642.0,18398.0,16470.0,13464.0,11540.0,10390.0
960,157085,University of Kentucky,On-campus in-state(total),30928.0,30101.0,29530.0,28328.0,26700.0,25330.0,23732.0,23105.0,22168.0,21076.0,20183.0,19488.0,18196.0,17236.0,15646.0,14161.0,12835.0,12067.0
961,157085,University of Kentucky,Off-campus with family in-district(total),17778.0,17293.0,16672.0,15690.0,15258.0,14824.0,13404.0,12905.0,12168.0,11636.0,11083.0,10688.0,9946.0,9236.0,8346.0,7561.0,6885.0,6167.0
962,157085,University of Kentucky,Off-campus with family in-state(total),17778.0,17293.0,16672.0,15690.0,15258.0,14824.0,13404.0,12905.0,12168.0,11636.0,11083.0,10688.0,9946.0,9236.0,8346.0,7561.0,6885.0,6167.0
963,157085,University of Kentucky,Off-campus with family out-of-state(total),36098.0,34147.0,32776.0,30540.0,28590.0,27096.0,24486.0,23087.0,21780.0,20704.0,19638.0,18836.0,17746.0,16696.0,15332.0,14341.0,13565.0,12719.0
964,157289,University of Louisville,On-campus in-state(total),28898.0,27980.0,26450.0,26026.0,25250.0,24344.0,22796.0,22372.0,21726.0,20436.0,19686.0,17772.0,16848.0,17062.0,16114.0,15172.0,16646.0,17350.0
965,157289,University of Louisville,Off-campus with family in-district(total),20548.0,19866.0,19136.0,18942.0,17308.0,16634.0,15086.0,14802.0,14286.0,13834.0,13084.0,11714.0,11126.0,11966.0,11246.0,10532.0,9974.0,9606.0
966,157289,University of Louisville,Off-campus with family in-state(total),20548.0,19866.0,19136.0,18942.0,17308.0,16634.0,15086.0,14802.0,14286.0,13834.0,13084.0,11714.0,11126.0,11966.0,11246.0,10532.0,9974.0,9606.0
967,157289,University of Louisville,Off-campus with family out-of-state(total),36574.0,35488.0,34158.0,33964.0,31614.0,30522.0,28974.0,28286.0,27006.0,25834.0,24412.0,22504.0,21920.0,21786.0,20806.0,19244.0,17690.0,16686.0
968,157386,Morehead State University,On-campus in-state(total),22832.0,22812.0,22326.0,21278.0,20186.0,19525.0,18851.0,18305.0,17592.0,16358.0,14940.0,13952.0,13600.0,12778.0,11050.0,10150.0,9264.0,8726.0
969,157386,Morehead State University,Off-campus with family in-district(total),14216.0,13956.0,13722.0,13198.0,12620.0,12594.0,12249.0,12003.0,11494.0,10626.0,9648.0,6300.0,6180.0,5770.0,5020.0,4540.0,3964.0,5826.0
970,157386,Morehead State University,Off-campus with family in-state(total),14216.0,13956.0,13722.0,13198.0,12620.0,12594.0,12249.0,12003.0,11494.0,10626.0,9648.0,6300.0,6180.0,5770.0,5020.0,4540.0,3964.0,5826.0
971,157386,Morehead State University,Off-campus with family out-of-state(total),18802.0,18432.0,18198.0,17446.0,24768.0,24394.0,23497.0,22935.0,21922.0,20370.0,18708.0,14940.0,14240.0,13850.0,12180.0,10900.0,9548.0,10680.0
972,157401,Murray State University,On-campus in-state(total),23694.0,23472.0,22870.0,21772.0,20035.0,19414.0,18898.0,18283.0,18607.0,17712.0,16210.0,15242.0,13076.0,12236.0,11158.0,10486.0,9804.0,9292.0
973,157401,Murray State University,Off-campus with family in-district(total),14998.0,14877.0,14626.0,13184.0,11829.0,11502.0,11162.0,10899.0,11623.0,10934.0,9966.0,6738.0,6118.0,5698.0,5128.0,4684.0,4136.0,9292.0
974,157401,Murray State University,Off-campus with family in-state(total),14998.0,14877.0,14626.0,13184.0,11829.0,11502.0,11162.0,10899.0,11623.0,10934.0,9966.0,6738.0,6118.0,5698.0,5128.0,4684.0,4136.0,9292.0
975,157401,Murray State University,Off-campus with family out-of-state(total),30622.0,30333.0,29626.0,27464.0,24933.0,24222.0,23282.0,22659.0,22939.0,21710.0,20226.0,16602.0,15418.0,14266.0,12736.0,11536.0,10024.0,14372.0
976,157447,Northern Kentucky University,On-campus in-state(total),23642.0,23244.0,22776.0,22210.0,20948.0,20528.0,19186.0,18554.0,17796.0,16792.0,16302.0,16689.0,15331.0,14270.0,13539.0,12252.0,11166.0,10434.0
977,157447,Northern Kentucky University,Off-campus with family in-district(total),13596.0,13332.0,13044.0,12684.0,12180.0,11916.0,11436.0,11124.0,10644.0,10188.0,9852.0,10607.0,9501.0,8722.0,8181.0,6874.0,6100.0,5572.0
978,157447,Northern Kentucky University,Off-campus with family in-state(total),13596.0,13332.0,13044.0,12684.0,12180.0,11918.0,11436.0,11124.0,10644.0,10188.0,9852.0,10607.0,9501.0,8722.0,8181.0,6874.0,6100.0,5572.0
979,157447,Northern Kentucky University,Off-campus with family out-of-state(total),23556.0,22980.0,22404.0,21684.0,20916.0,20388.0,19524.0,18996.0,18132.0,16956.0,15852.0,16031.0,14325.0,13474.0,12909.0,11602.0,10348.0,9820.0
984,157951,Western Kentucky University,On-campus in-state(total),22269.0,21840.0,21496.0,20522.0,19721.0,19144.0,18822.0,18392.0,18004.0,16790.0,16151.0,15077.0,14510.0,13648.0,12760.0,11626.0,10470.0,9214.0
985,157951,Western Kentucky University,Off-campus with family in-district(total),13837.0,13497.0,13146.0,12809.0,12353.0,11974.0,11502.0,10472.0,9084.0,8560.0,8200.0,7730.0,7216.0,6752.0,6116.0,5298.0,4250.0,7240.0
986,157951,Western Kentucky University,Off-campus with family in-state(total),13837.0,13497.0,13146.0,12809.0,12353.0,11974.0,11502.0,10472.0,9084.0,8560.0,8200.0,7730.0,7216.0,6752.0,6116.0,5298.0,4250.0,7240.0
987,157951,Western Kentucky University,Off-campus with family out-of-state(total),29531.0,29265.0,28456.0,27689.0,27003.0,26186.0,25028.0,23000.0,21016.0,19840.0,18784.0,17888.0,16270.0,15200.0,13532.0,11886.0,9098.0,12112.0
988,159009,Grambling State University,On-campus in-state(total),24703.0,26091.0,26091.0,25717.0,25108.0,24407.0,22720.0,21567.0,20176.0,18845.0,17171.0,15411.0,13383.0,12686.0,11881.0,11273.0,10690.0,8978.0
989,159009,Grambling State University,Off-campus with family in-district(total),14613.0,15932.0,15932.0,15868.0,15560.0,15022.0,14101.0,13189.0,12176.0,11166.0,9228.0,5004.0,4822.0,4606.0,4506.0,4410.0,4182.0,6497.0
990,159009,Grambling State University,Off-campus with family in-state(total),14613.0,15932.0,15932.0,15868.0,15560.0,15022.0,14101.0,13189.0,12176.0,11166.0,9228.0,5004.0,4822.0,4606.0,4506.0,4410.0,4182.0,6497.0
991,159009,Grambling State University,Off-campus with family out-of-state(total),23636.0,24955.0,25230.0,24891.0,24719.0,24241.0,23269.0,21559.0,19389.0,17640.0,15114.0,10354.0,10172.0,9956.0,9856.0,9760.0,9532.0,6497.0
996,159391,Louisiana State University and Agricultural & Mechanical College,On-campus in-state(total),32962.0,30360.0,29704.0,28934.0,25878.0,24150.0,23227.0,21707.0,19414.0,18344.0,17341.0,16546.0,15563.0,15019.0,14731.0,13524.0,12490.0,11830.0
997,159391,Louisiana State University and Agricultural & Mechanical College,Off-campus with family in-district(total),20686.0,18530.0,17954.0,17394.0,15262.0,13930.0,13001.0,12057.0,11290.0,10664.0,10133.0,9810.0,9205.0,8997.0,8861.0,8090.0,7712.0,7294.0
998,159391,Louisiana State University and Agricultural & Mechanical College,Off-campus with family in-state(total),20686.0,18530.0,17954.0,17394.0,15262.0,13930.0,13001.0,12057.0,11290.0,10664.0,10133.0,9810.0,9205.0,8997.0,8861.0,8090.0,7712.0,7294.0
999,159391,Louisiana State University and Agricultural & Mechanical College,Off-campus with family out-of-state(total),37363.0,35207.0,34631.0,34071.0,32425.0,31647.0,30918.0,27333.0,24298.0,21449.0,19283.0,18524.0,17505.0,17297.0,17161.0,14890.0,13012.0,12594.0
1004,159647,Louisiana Tech University,On-campus in-state(total),22341.0,23301.0,20364.0,19338.0,19399.0,18690.0,18927.0,18127.0,16390.0,15934.0,15534.0,15034.0,14174.0,12458.0,11816.0,11213.0,10520.0,9323.0
1005,159647,Louisiana Tech University,Off-campus with family in-district(total),18801.0,18462.0,17625.0,16848.0,15031.0,14544.0,12801.0,12073.0,11395.0,11044.0,11481.0,6835.0,6422.0,5702.0,5270.0,4814.0,4481.0,6428.0
1006,159647,Louisiana Tech University,Off-campus with family in-state(total),18801.0,18462.0,17625.0,16848.0,15031.0,14544.0,12801.0,12073.0,11395.0,11044.0,11481.0,6835.0,6422.0,5702.0,5270.0,4814.0,4481.0,6428.0
1007,159647,Louisiana Tech University,Off-campus with family out-of-state(total),27714.0,27375.0,26538.0,33582.0,32029.0,29127.0,23940.0,20695.0,18520.0,18304.0,16878.0,12145.0,11732.0,11012.0,10580.0,9839.0,9506.0,11333.0
1008,159717,McNeese State University,On-campus in-state(total),22256.0,22256.0,21366.0,20462.0,20174.0,18678.0,17759.0,16506.0,14857.0,14237.0,13427.0,12779.0,12339.0,11268.0,11022.0,10512.0,10012.0,9590.0
1009,159717,McNeese State University,Off-campus with family in-district(total),14532.0,14532.0,13178.0,12448.0,12428.0,11214.0,10529.0,9896.0,9019.0,8587.0,8187.0,7846.0,7623.0,7294.0,7132.0,6964.0,6662.0,6302.0
1010,159717,McNeese State University,Off-campus with family in-state(total),14532.0,14532.0,13178.0,12448.0,12428.0,11214.0,10529.0,9896.0,9019.0,8587.0,8187.0,7846.0,7623.0,7294.0,7132.0,6964.0,6662.0,6302.0
1011,159717,McNeese State University,Off-campus with family out-of-state(total),22570.0,22570.0,21216.0,23523.0,23503.0,22284.0,21431.0,19978.0,17841.0,16259.0,14859.0,13912.0,13689.0,13360.0,14198.0,13030.0,12728.0,12442.0
1012,159939,University of New Orleans,On-campus in-state(total),23816.0,24718.0,23732.0,22768.0,22073.0,21013.0,19825.0,18704.0,17764.0,17378.0,15410.0,14597.0,13091.0,11592.0,11592.0,11190.0,10206.0,9462.0
1013,159939,University of New Orleans,Off-campus with family in-district(total),15352.0,14728.0,13742.0,13623.0,13143.0,12324.0,11456.0,10768.0,10001.0,9781.0,9240.0,8970.0,8345.0,7306.0,7306.0,7048.0,6734.0,6482.0
1014,159939,University of New Orleans,Off-campus with family in-state(total),15352.0,14728.0,13742.0,13623.0,13143.0,12324.0,11456.0,10768.0,10001.0,9781.0,9240.0,8970.0,8345.0,7306.0,7306.0,7048.0,6734.0,6482.0
1015,159939,University of New Orleans,Off-campus with family out-of-state(total),20188.0,19564.0,18578.0,27440.0,26960.0,25934.0,23946.0,22780.0,21525.0,19369.0,17396.0,16366.0,15389.0,14350.0,14350.0,14092.0,13778.0,13526.0
1016,159966,Nicholls State University,On-campus in-state(total),23538.0,23118.0,21920.0,21545.0,21068.0,20274.0,19120.0,18070.0,16734.0,15596.0,15311.0,14370.0,12018.0,11080.0,10591.0,10190.0,9759.0,9126.0
1017,159966,Nicholls State University,Off-campus with family in-district(total),14400.0,14204.0,13216.0,12853.0,12560.0,12186.0,11305.0,10478.0,9406.0,8914.0,8563.0,8075.0,4795.0,4471.0,4390.0,4240.0,3993.0,6205.0
1018,159966,Nicholls State University,Off-campus with family in-state(total),14400.0,14204.0,13216.0,12853.0,12560.0,12186.0,11305.0,10478.0,9406.0,8914.0,8563.0,8075.0,4795.0,4471.0,4390.0,4240.0,3993.0,6205.0
1019,159966,Nicholls State University,Off-campus with family out-of-state(total),15493.0,15297.0,14309.0,23784.0,23491.0,22433.0,20796.0,19328.0,17356.0,16138.0,15031.0,13523.0,10243.0,9919.0,9838.0,9688.0,9441.0,11660.0
1020,159993,University of Louisiana at Monroe,On-campus in-state(total),22169.0,21942.0,21173.0,20526.0,19546.0,18168.0,17250.0,15999.0,15383.0,14720.0,13693.0,13256.0,13020.0,13356.0,11719.0,10612.0,11064.0,9498.0
1021,159993,University of Louisiana at Monroe,Off-campus with family in-district(total),15154.0,14914.0,13908.0,13423.0,12797.0,11843.0,11144.0,9513.0,6301.0,5836.0,5013.0,4990.0,4807.0,4700.0,4288.0,4196.0,6712.0,8586.0
1022,159993,University of Louisiana at Monroe,Off-campus with family in-state(total),15154.0,14914.0,13908.0,13423.0,12797.0,11843.0,11144.0,9513.0,6301.0,5836.0,5013.0,4990.0,4807.0,4700.0,4288.0,4196.0,6712.0,8586.0
1023,159993,University of Louisiana at Monroe,Off-campus with family out-of-state(total),27254.0,27014.0,26008.0,25523.0,24897.0,24001.0,21716.0,18333.0,14247.0,13125.0,11270.0,10942.0,10759.0,10652.0,10240.0,10148.0,12664.0,14538.0
1024,160038,Northwestern State University of Louisiana,On-campus in-state(total),23867.0,23064.0,22065.0,21102.0,21106.0,19555.0,18436.0,17266.0,16437.0,15550.0,14786.0,13881.0,13344.0,11514.0,10364.0,10022.0,9594.0,9297.0
1025,160038,Northwestern State University of Louisiana,Off-campus with family in-district(total),15198.0,14760.0,13846.0,12758.0,12758.0,11743.0,11033.0,10323.0,9684.0,9059.0,8607.0,8099.0,4913.0,4587.0,4433.0,4301.0,4066.0,6527.0
1026,160038,Northwestern State University of Louisiana,Off-campus with family in-state(total),15198.0,14760.0,13846.0,12758.0,12758.0,11743.0,11033.0,10323.0,9684.0,9059.0,8607.0,8099.0,4913.0,4587.0,4433.0,4301.0,4066.0,6527.0
1027,160038,Northwestern State University of Louisiana,Off-campus with family out-of-state(total),25986.0,25548.0,24634.0,23546.0,23546.0,22531.0,21153.0,19689.0,18254.0,16801.0,15293.0,14177.0,10991.0,10665.0,10511.0,10379.0,10144.0,12401.0
1028,160612,Southeastern Louisiana University,On-campus in-state(total),22689.0,22601.0,21677.0,20787.0,20082.0,17941.0,17149.0,16824.0,15880.0,15226.0,14448.0,13861.0,13417.0,12743.0,12395.0,11189.0,10431.0,10018.0
1029,160612,Southeastern Louisiana University,Off-campus with family in-district(total),14759.0,14345.0,13409.0,12909.0,12416.0,11425.0,10539.0,10006.0,9238.0,8596.0,8528.0,8145.0,7921.0,4423.0,4341.0,4191.0,6753.0,6374.0
1030,160612,Southeastern Louisiana University,Off-campus with family in-state(total),14759.0,14345.0,13409.0,12909.0,12416.0,11425.0,10539.0,10006.0,9238.0,8596.0,8528.0,8145.0,7921.0,4423.0,4341.0,4191.0,6753.0,6374.0
1031,160612,Southeastern Louisiana University,Off-campus with family out-of-state(total),27237.0,26823.0,25887.0,25387.0,24894.0,23989.0,22558.0,20865.0,18743.0,17065.0,15784.0,14145.0,13921.0,9751.0,9669.0,9519.0,12081.0,11702.0
1032,160621,Southern University and A & M College,On-campus in-state(total),23592.0,23123.0,23377.0,20689.0,19955.0,18884.0,18882.0,17928.0,16880.0,15613.0,13834.0,13385.0,13267.0,14373.0,13706.0,13184.0,11949.0,10956.0
1033,160621,Southern University and A & M College,Off-campus with family in-district(total),14412.0,14393.0,13937.0,13271.0,12537.0,11466.0,11508.0,7010.0,6274.0,5784.0,5300.0,5106.0,4866.0,5366.0,5272.0,5040.0,4466.0,9036.0
1034,160621,Southern University and A & M College,Off-campus with family in-state(total),14412.0,14393.0,13937.0,13271.0,12537.0,11466.0,11508.0,7010.0,6274.0,5784.0,5300.0,5106.0,4866.0,5366.0,5272.0,5040.0,4466.0,9036.0
1035,160621,Southern University and A & M College,Off-campus with family out-of-state(total),21762.0,21743.0,23351.0,20621.0,21887.0,19740.0,19782.0,7010.0,6274.0,5784.0,11092.0,10898.0,10658.0,11222.0,11064.0,10832.0,10258.0,14828.0
1040,160658,University of Louisiana at Lafayette,On-campus in-state(total),26620.0,25922.0,24775.0,24002.0,21762.0,19902.0,19035.0,18097.0,14274.0,13174.0,12764.0,11944.0,11089.0,10723.0,10283.0,10030.0,9925.0,8934.0
1041,160658,University of Louisiana at Lafayette,Off-campus with family in-district(total),16812.0,16054.0,15066.0,14589.0,13395.0,12009.0,11018.0,10389.0,9856.0,9024.0,8614.0,8372.0,7763.0,7429.0,7265.0,7092.0,6502.0,6145.0
1042,160658,University of Louisiana at Lafayette,Off-campus with family in-state(total),16812.0,16054.0,15066.0,14589.0,13395.0,12009.0,11018.0,10389.0,9856.0,9024.0,8614.0,8372.0,7763.0,7429.0,7265.0,7092.0,6502.0,6145.0
1043,160658,University of Louisiana at Lafayette,Off-campus with family out-of-state(total),30540.0,29782.0,28794.0,28317.0,27123.0,24409.0,20568.0,19359.0,18478.0,17596.0,17186.0,14552.0,13943.0,13609.0,13445.0,13272.0,12762.0,12325.0
1060,161253,University of Maine,On-campus in-state(total),25604.0,25088.0,24238.0,23992.0,23386.0,23102.0,22912.0,22942.0,22732.0,22108.0,21174.0,20308.0,19014.0,17788.0,16842.0,15040.0,14380.0,13778.0
1061,161253,University of Maine,Off-campus with family in-district(total),14638.0,14370.0,14102.0,13828.0,13810.0,13806.0,13800.0,13794.0,13788.0,13342.0,12826.0,12300.0,9330.0,8464.0,7910.0,7028.0,6614.0,8450.0
